post_author,post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,total_sales,tax:product_type,tax:product_visibility,product_cat,tax:product_tag,tax:product_shipping_class
645,Smith Manufacturing Custom Boba Fett Prototype - Green,smith-manufacturing-custom-boba-fett-prototype-green-2,,6660,<p><br></p>,"<p><strong>Custom Boba Fett Prototype</strong></p><p><strong>Colour - Green</strong></p><p>Limited to 30 </p><p>Genuine LEGO parts, with a high quality unique UV printed design, replicating the 2003 Cloud City Boba Fett. Due to rarity and high value, we have used injection moulded helmets. Be we assure this are of the highest quality.</p><div class=""cxmmr5t8 oygrvhab hcukyx3x c1et5uql o9v6fnle ii04i59q""><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Included in your purchase;<br>- Your very own custom Boba Fett Prototype<br>- Unique number tile 1 to 30<br>- A Smith Manufacturing tile<br>- A custom made Smith Manufacturing display case</p><p><strong>THIS IS FOR A SINGLE FIGURE &amp; CASE ONLY, THE LAST TWO PICTURES ARE ONLY TO SHOW THE FULL COLLECTION OF MINIFIGURES</strong></p></div><p>If multiple figures are bought, and you would like a multiple case instead of singles, please contact us via email stating your order number</p><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Thankyou For your support!</p></div></div>",publish,,0,2022-08-26 17:04:31,open,,,,no,no,5,50,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/08/20220826_160113-01.jpeg ,,https://grailcavern.com/product/smith-manufacturing-custom-boba-fett-prototype-green-2/,3,simple,,CategoryNone,,
645,Smith Manufacturing Custom Boba Fett Prototype - Blue,smith-manufacturing-custom-boba-fett-prototype-blue,,6662,<p><br></p>,"<p><strong>Custom Boba Fett Prototype</strong></p><p><strong>Colour - Blue</strong></p><p>Limited to 30 </p><p>Genuine LEGO parts, with a high quality unique UV printed design, replicating the 2003 Cloud City Boba Fett. Due to rarity and high value, we have used injection moulded helmets. Be we assure this are of the highest quality.</p><div class=""cxmmr5t8 oygrvhab hcukyx3x c1et5uql o9v6fnle ii04i59q""><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Included in your purchase;<br>- Your very own custom Boba Fett Prototype<br>- Unique number tile 1 to 30<br>- A Smith Manufacturing tile<br>- A custom made Smith Manufacturing display case</p><p><strong>THIS IS FOR A SINGLE FIGURE &amp; CASE ONLY, THE LAST TWO PICTURES ARE ONLY TO SHOW THE FULL COLLECTION OF MINIFIGURES</strong></p></div><p>If multiple figures are bought, and you would like a multiple case instead of singles, please contact us via email stating your order number</p><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Thankyou For your support!</p></div></div>",publish,,0,2022-08-26 17:04:43,open,,,,no,no,4,50,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/08/20220826_155353-01.jpeg,,https://grailcavern.com/product/smith-manufacturing-custom-boba-fett-prototype-blue/,3,simple,,CategoryNone,,
645,Smith Manufacturing Custom Boba Fett Prototype - Purple,smith-manufacturing-custom-boba-fett-prototype-purple,,6664,<p><br></p>,"<p><strong>Custom Boba Fett Prototype</strong></p><p><strong>Colour - Purple</strong></p><p>Limited to 30 </p><p>Genuine LEGO parts, with a high quality unique UV printed design, replicating the 2003 Cloud City Boba Fett. Due to rarity and high value, we have used injection moulded helmets. Be we assure this are of the highest quality.</p><div class=""cxmmr5t8 oygrvhab hcukyx3x c1et5uql o9v6fnle ii04i59q""><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Included in your purchase;<br>- Your very own custom Boba Fett Prototype<br>- Unique number tile 1 to 30<br>- A Smith Manufacturing tile<br>- A custom made Smith Manufacturing display case</p><p><strong>THIS IS FOR A SINGLE FIGURE &amp; CASE ONLY, THE LAST TWO PICTURES ARE ONLY TO SHOW THE FULL COLLECTION OF MINIFIGURES</strong></p></div><p>If multiple figures are bought, and you would like a multiple case instead of singles, please contact us via email stating your order number</p><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Thankyou For your support!</p></div></div>",publish,,0,2022-08-26 17:04:16,open,,,,no,no,1,50,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/08/20220826_161207-01.jpeg,,https://grailcavern.com/product/smith-manufacturing-custom-boba-fett-prototype-purple/,6,simple,,CategoryNone,,
645,Smith Manufacturing Custom Boba Fett Prototype - Light Blue,smith-manufacturing-custom-boba-fett-prototype-light-blue,,6665,<p><br></p>,"<p><strong>Custom Boba Fett Prototype</strong></p><p><strong>Colour - Light Blue</strong></p><p>Limited to 30 </p><p>Genuine LEGO parts, with a high quality unique UV printed design, replicating the 2003 Cloud City Boba Fett. Due to rarity and high value, we have used injection moulded helmets. Be we assure this are of the highest quality.</p><div class=""cxmmr5t8 oygrvhab hcukyx3x c1et5uql o9v6fnle ii04i59q""><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Included in your purchase;<br>- Your very own custom Boba Fett Prototype<br>- Unique number tile 1 to 30<br>- A Smith Manufacturing tile<br>- A custom made Smith Manufacturing display case</p><p><strong>THIS IS FOR A SINGLE FIGURE &amp; CASE ONLY, THE LAST TWO PICTURES ARE ONLY TO SHOW THE FULL COLLECTION OF MINIFIGURES</strong></p></div><p>If multiple figures are bought, and you would like a multiple case instead of singles, please contact us via email stating your order number</p><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Thankyou For your support!</p></div></div>",publish,,0,2022-08-26 17:04:05,open,,,,no,no,6,50,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/08/20220826_161021-01.jpeg,,https://grailcavern.com/product/smith-manufacturing-custom-boba-fett-prototype-light-blue/,1,simple,,CategoryNone,,
645,Smith Manufacturing Custom Boba Fett Prototype - Brown,smith-manufacturing-custom-boba-fett-prototype-brown,,6666,<p><br></p>,"<p><strong>Custom Boba Fett Prototype</strong></p><p><strong>Colour - Brown</strong></p><p>Limited to 30 </p><p>Genuine LEGO parts, with a high quality unique UV printed design, replicating the 2003 Cloud City Boba Fett. Due to rarity and high value, we have used injection moulded helmets. Be we assure this are of the highest quality.</p><div class=""cxmmr5t8 oygrvhab hcukyx3x c1et5uql o9v6fnle ii04i59q""><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Included in your purchase;<br>- Your very own custom Boba Fett Prototype<br>- Unique number tile 1 to 30<br>- A Smith Manufacturing tile<br>- A custom made Smith Manufacturing display case</p><p><strong>THIS IS FOR A SINGLE FIGURE &amp; CASE ONLY, THE LAST TWO PICTURES ARE ONLY TO SHOW THE FULL COLLECTION OF MINIFIGURES</strong></p></div><p>If multiple figures are bought, and you would like a multiple case instead of singles, please contact us via email stating your order number</p><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Thankyou For your support!</p></div></div>",publish,,0,2022-08-26 17:03:53,open,,,,no,no,6,50,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/08/20220826_155741-01.jpeg,,https://grailcavern.com/product/smith-manufacturing-custom-boba-fett-prototype-brown/,2,simple,,CategoryNone,,
645,Smith Manufacturing Custom Boba Fett Prototype - Yellow,smith-manufacturing-custom-boba-fett-prototype-yellow,,6667,<p><br></p>,"<p><strong>Custom Boba Fett Prototype</strong></p><p><strong>Colour - Yellow</strong></p><p>Limited to 30 </p><p>Genuine LEGO parts, with a high quality unique UV printed design, replicating the 2003 Cloud City Boba Fett. Due to rarity and high value, we have used injection moulded helmets. Be we assure this are of the highest quality.</p><div class=""cxmmr5t8 oygrvhab hcukyx3x c1et5uql o9v6fnle ii04i59q""><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Included in your purchase;<br>- Your very own custom Boba Fett Prototype<br>- Unique number tile 1 to 30<br>- A Smith Manufacturing tile<br>- A custom made Smith Manufacturing display case</p><p><strong>THIS IS FOR A SINGLE FIGURE &amp; CASE ONLY, THE LAST TWO PICTURES ARE ONLY TO SHOW THE FULL COLLECTION OF MINIFIGURES</strong></p></div><p>If multiple figures are bought, and you would like a multiple case instead of singles, please contact us via email stating your order number</p><div dir=""auto"" data-mce-style=""font-family: inherit;"" style=""font-family: inherit""><p>Thankyou For your support!</p></div></div>",publish,,0,2022-08-26 17:03:42,open,,,,no,no,7,50,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/08/20220826_155553-01.jpeg,,https://grailcavern.com/product/smith-manufacturing-custom-boba-fett-prototype-yellow/,1,simple,,CategoryNone,,
645,BRICKTINGS Custom Gold Obi-Wan Kenobi,bricktings-custom-gold-obi-wan-kenobi,,6675,"<p><br data-mce-bogus=""1""></p>",<p><strong>Designed by BRICKTINGS</strong></p><p>Gold Obi-Wan Kenobi</p><p>High Quality UV printed figure</p><p>Genuine Lego</p><p>Comes with lightsaber accessories </p>,publish,,0,2022-08-26 16:36:42,open,,,,no,no,29,43,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/08/20220826_154402-01.jpeg,,https://grailcavern.com/product/bricktings-custom-gold-obi-wan-kenobi/,0,simple,,CategoryNone,,
36,Mandalorian Helmet (Crusader Version 2),mandalorian-helmet-crusader-version-2,,6707,<p><br></p>,<p>3d resin printed with pation and care.</p>,publish,,0,2022-09-07 22:14:34,open,,,,no,no,8,5,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/Mandalorian-Crusader-1.jpg,,https://grailcavern.com/product/mandalorian-helmet-crusader-version-2/,0,simple,,3d printed,,
825,Gondor Ranger,gondor-ranger,,6733,<p><br></p>,<p>Pad Printed Gondor Ranger minifigure inspired by the design from the LOTR Video Game</p>,publish,,0,2022-09-15 15:08:55,open,lotr1,,,no,no,0,25,,.085,4,6,4,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/IMG_7924.jpeg,,https://grailcavern.com/product/gondor-ranger/,0,simple,outofstock,Pad printed,LOTR|Pad printed,
825,Witch King,witch-king,,6734,<p>Pad printed minifigure with an injection molded helmet and custom sword. </p><p>*Fragile helmet would recommend for display*</p>,<p>Pad Printed Witch King of Angmar Minifigure</p>,publish,,0,2022-09-15 15:13:12,open,lotrwk,,,no,no,0,50,,.085,6,4,8,,,outofstock,no,no,,yes,none,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/IMG_7928.jpeg,,https://grailcavern.com/product/witch-king/,0,simple,outofstock,"Injection molded,Molded,Pad printed",LOTR|Pad printed,
828,Custom UV Printed Camp Half-Blood Torso Piece,pre-order-custom-uv-printed-camp-half-blood-torso-piece,,6740,<p><br></p>,"<p>Custom UV printed Camp Half-Blood torso piece inspired by the Percy Jackson and the Olympians book series. Make your own Percy, Annabeth, Grover or even yourself as a fellow demi-god! Limited to 50! Please allow up to 2 weeks for torsos to be shipped out. </p>",publish,,0,2022-09-16 04:25:08,open,,,,no,no,48,10.00,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/Percy-Jackson-watermark.jpg,,https://grailcavern.com/product/pre-order-custom-uv-printed-camp-half-blood-torso-piece/,2,simple,,Uv printed,custom|demi-god|half-blood. LEGO|lego minifigures|percy jackson|uv printed,
40,Custom Pilot Padme,custom-pilot-padme,,6773,"<p>Introducing our first pad printed figure, pilot padme! This figure features a custom made hair piece, with custom pad printed torso and head. This figure won’t be restocked so get whilst you can!</p>",<p><br></p>,publish,,0,2022-09-24 21:00:11,open,GBCPP1,,,no,no,15,53.00,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/10/E7EA1588-8B1A-4CAA-A223-5BCBBDB8DBD8-scaled.jpeg,,https://grailcavern.com/product/custom-pilot-padme/,15,simple,,"Handmade,Molded,Pad printed,Resin casted,Star Wars",,
40,Black Padme Hair,pink-afro,,6788,"<p>our custom Padme hairpiece in black, this is a piece based on the video game hairpiece used in the video games Lego Star Wars 1, the complete saga and Star Wars 3 the clone wars.</p>",<p><br></p>,publish,,0,2022-09-24 21:06:46,open,GBCRC4,,,no,no,4,13.99,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/C54E481B-5802-4C85-A2EE-56FF48595750-scaled.jpeg,,https://grailcavern.com/product/pink-afro/,21,simple,,"Handmade,Resin casted,Star Wars",,
40,Reddish brown padme hair,reddish-brown-padme-hair,,6794,"<p>our custom Padme hairpiece in reddish brown, this is a piece based on the video game hairpiece used in the video games Lego Star Wars 1, the complete saga and Star Wars 3 the clone wars.<br data-mce-bogus=""1""></p>","<p><br data-mce-bogus=""1""></p>",publish,,0,2022-09-24 21:14:46,open,GBCRC2,,,no,no,0,13.99,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/F9200232-8862-4301-8239-29B5E5340CC9-scaled.jpeg ,,https://grailcavern.com/product/reddish-brown-padme-hair/,20,simple,outofstock,CategoryNone,,
40,Yellow padme hair,yellow-padme-hair,,6797,"<p>our custom Padme hairpiece in yellow, this is a piece based on the video game hairpiece used in the video games Lego Star Wars 1, the complete saga and Star Wars 3 the clone wars.<br data-mce-bogus=""1""></p>","<p><br data-mce-bogus=""1""></p>",publish,,0,2022-09-24 21:16:11,open,GBCRC1,,,no,no,11,13.99,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/F333DF00-D05C-4259-A519-3ABCE85D80EF-scaled.jpeg,,https://grailcavern.com/product/yellow-padme-hair/,9,simple,,CategoryNone,,
40,Nougat Afro,nougat-afro,,6800,<p>This is our custom afro piece in nougat. This piece is based off the complete saga video game.</p>,<p><br></p>,publish,,0,2022-09-24 21:18:40,open,GBCRC10,,,no,no,0,15.99,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/B917B978-EDCC-4D6E-8118-4561A6AF4DF0-scaled.jpeg,,https://grailcavern.com/product/nougat-afro/,20,simple,outofstock,CategoryNone,,
40,Pink Afro,pink-afro-2,,6802,"<p>This is our custom afro piece in pink. This piece is based off the complete saga video game.<br data-mce-bogus=""1""></p>","<p><br data-mce-bogus=""1""></p>",publish,,0,2022-09-24 21:19:48,open,GBCRC5,,,no,no,8,15.99,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/B463CE01-2184-4498-B2D1-83490635A592-scaled.jpeg,,https://grailcavern.com/product/pink-afro-2/,12,simple,,CategoryNone,,
40,Black Afro,black-afro,,6804,<p>This is our custom afro piece in black. This piece is based off the complete saga video game.</p>,<p><br></p>,publish,,0,2022-09-24 21:21:07,open,GBCRC6,,,no,no,2,15.99,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/141093C7-0483-466B-B407-59B7A11D8363-scaled.jpeg,,https://grailcavern.com/product/black-afro/,18,simple,,CategoryNone,,
40,Dark grey evazan hair,dark-grey-evazan-hair,,6808,<p>This is our evazan hair piece in dark grey. This hairpiece is based of the video games Lego Star Wars 2 and the complete saga</p>,"<p><br data-mce-bogus=""1""></p>",publish,,0,2022-09-24 21:25:47,open,GBCRC7,,,no,no,4,13.99,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/EFCAFDFF-1DEE-4BAE-83A3-A025D6104618-scaled.jpeg,,https://grailcavern.com/product/dark-grey-evazan-hair/,16,simple,,CategoryNone,,
40,Black evazan hair,black-evazan-hair,,6810,"<blockquote><p>This is our evazan hair piece in black. This hairpiece is based of the video games Lego Star Wars 2 and the complete saga<br data-mce-bogus=""1""></p></blockquote>","<p><br data-mce-bogus=""1""></p>",publish,,0,2022-09-24 21:29:30,open,GBCRC8,,,no,no,0,13.99,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/485F700F-3DA8-416C-BBE8-89D3A4701A89-scaled.jpeg,,https://grailcavern.com/product/black-evazan-hair/,20,simple,outofstock,CategoryNone,,
40,Reddish brown evazan hair,reddish-brown-evazan-hair,,6812,<p>This is our evazan hair piece in reddish brown. This hairpiece is based of the video games Lego Star Wars 2 and the complete saga</p>,<p><br></p>,publish,,0,2022-09-24 21:31:21,open,GBCRC9,,,no,no,5,13.99,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/EFCAFDFF-1DEE-4BAE-83A3-A025D6104618-scaled.jpeg,,https://grailcavern.com/product/reddish-brown-evazan-hair/,15,simple,,CategoryNone,,
825,Gil Galad,gil-galad,,6841,<p><br></p>,"<p>Gil Galad King of the Elves of the Noldor.</p><p>Pad printed, with gold and silver ink. Comes with a custom injection molded elven shield.</p>",publish,,0,2022-10-04 22:36:35,open,ggd,,,no,no,0,30,26,0.85,4,6,.5,,,outofstock,no,yes,,yes,none,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/IMG_6454-e1664242777235.jpeg,,https://grailcavern.com/product/gil-galad/,0,simple,outofstock,"Injection molded,Pad printed",LOTR|Pad printed,
825,Easterling,easterling,,6846,"<p><br data-mce-bogus=""1""></p>",<p>Soldiers from the southlands. </p><p>Easterling is pad printed with gold ink and comes with custom injection molded armor and shield.</p>,draft,,0,2022-09-27 01:52:23,open,Easter,,,no,no,15,26,,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/09/easterling-scaled.jpg,,https://grailcavern.com/?post_type=product&p=6846,0,simple,,"Helmets,Minifigures,Molded,Pad printed",LOTR|Pad printed,
26,Custom Classic Orange Spooky Desert Robot,custom-classic-orange-spooky-desert-robot,,6867,"<p data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; border: none; font-size: 21px; line-height: 1.476; margin-right: auto; margin-bottom: 1.25em; margin-left: auto; padding: 0px; font-family: NonBreakingSpaceOverride,;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px"">Custom UV printed classic Orange Spooky Desert Robot</p><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; margin-left: auto; margin-right: auto; margin-bottom: 1.25em; max-width: 58rem; width: calc(100% - 4rem); color: #000000;"" style=""margin-left: auto;margin-right: auto;margin-bottom: 1.25em;max-width: 58rem""><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-size: x-large;"" style=""font-size: x-large"">features:</span></div><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-Custom digitally printed details</span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-Made from genuine Lego parts</span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large""><br data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""></span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">PLEASE READ and understand that:</span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-This item is not sold or sponsored by Lego</span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-This item features printed details that can be damaged if handled roughly or unreasonably.</span></div><div><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-This item contains small pieces, and is a choking hazard for children 3 years old and under</span></div><div><br></div><div><br></div></div></div><div>NOTE FOR INTERNATIONAL BUYERS: I am not responsible for any customs fees/ taxes that may be incurred on your order.</div></div></div>","<p>Let's say hypothetically, a silly toy of that one creepy robot happened to be orange.</p>",publish,,0,2022-10-01 17:00:34,open,,,,no,no,0,25.95,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/10/orange-CZ-front-scaled.jpg,,https://grailcavern.com/product/custom-classic-orange-spooky-desert-robot/,11,simple,outofstock,"Star Wars,Uv printed",,
26,Custom Classic Surgical Robot,custom-classic-surgical-robot,,6868,"<p data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; border: none; font-size: 21px; line-height: 1.476; margin-right: auto; margin-bottom: 1.25em; margin-left: auto; padding: 0px; font-family: NonBreakingSpaceOverride,;"" style=""border: none;font-size: 21px;line-height: 1.476;margin-right: auto;margin-bottom: 1.25em;margin-left: auto;padding: 0px"">Custom UV printed classic Surgical Robot</p><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word; margin-left: auto; margin-right: auto; margin-bottom: 1.25em; max-width: 58rem; width: calc(100% - 4rem); color: #000000;"" style=""margin-left: auto;margin-right: auto;margin-bottom: 1.25em;max-width: 58rem""><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-size: x-large;"" style=""font-size: x-large"">features:</span></div><div id=""ds_div"" data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-Custom digitally printed details</span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-Made from genuine Lego parts</span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large""><br data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""></span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">PLEASE READ and understand that:</span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-This item is not sold or sponsored by Lego</span></div><div data-mce-style=""box-sizing: inherit; -webkit-font-smoothing: antialiased; word-break: break-word; overflow-wrap: break-word;""><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-This item features printed and dyed details that can be damaged if handled roughly or unreasonably.</span></div><div><span data-mce-style=""font-family: Arial; font-size: x-large;"" style=""font-family: Arial;font-size: x-large"">-This item contains small pieces, and is a choking hazard for children 3 years old and under</span></div><div><br></div><div><br></div></div></div><div>NOTE FOR INTERNATIONAL BUYERS: I am not responsible for any customs fees/ taxes that may be incurred on your order.</div></div></div>",<p>A classic surgical robot who helped patch up a certain antagonist after he got a little too close to lava. Clearly that antagonist didn't have the high ground.</p>,publish,,0,2022-10-01 17:00:36,open,,,,no,no,0,17.95,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,https://grailcavern.com/wp-content/uploads/2022/10/Surgical-droid-scaled.jpg,,https://grailcavern.com/product/custom-classic-surgical-robot/,18,simple,outofstock,"Star Wars,Uv printed",,
